carat,cut,color,clarity,table,price
0.32,Premium,I,VS1,58.0,505
0.33,Ideal,H,VVS1,55.0,965
0.31,Ideal,D,SI2,57.0,593
0.31,Premium,G,VS2,62.0,605
1.1,Ideal,G,VS1,58.0,8060
1.66,Premium,J,VVS2,59.0,10062
1.8,Premium,I,SI1,60.0,11948
0.78,Ideal,E,SI1,56.0,3345
0.51,Ideal,G,VS1,56.0,1668
1.04,Premium,F,VS1,60.0,7495
1.01,Premium,F,VS1,58.0,6176
0.42,Premium,G,VS2,61.0,1087
1.55,Ideal,I,VVS2,59.0,11430
0.54,Ideal,G,VVS2,56.0,1920
0.26,Very Good,G,VVS1,57.0,545
0.53,Ideal,D,SI1,57.0,2021
0.34,Very Good,E,SI1,57.0,714
1.03,Very Good,G,VS1,58.0,6628
0.62,Very Good,H,SI1,61.0,1446
1.01,Ideal,G,VS1,54.0,7262
1.53,Ideal,F,SI1,57.0,11525
0.52,Ideal,D,VS2,55.0,1822
0.53,Ideal,H,SI2,54.0,1020
0.35,Very Good,G,VS1,61.0,706
0.9,Premium,I,VS2,59.0,2857
0.7,Ideal,E,VS2,55.0,2981
1.06,Ideal,H,SI2,59.0,4401
2.01,Premium,I,VS2,62.0,15939
1.16,Premium,G,VS1,58.0,8107
0.6,Ideal,E,VS2,56.0,2189
0.42,Ideal,H,VS1,57.0,847
0.4,Ideal,D,VS2,54.0,891
1.55,Ideal,J,SI2,56.0,6805
0.33,Ideal,H,VVS1,55.0,752
0.27,Very Good,E,VVS2,60.0,606
2.01,Premium,H,SI1,59.0,17849
0.91,Premium,E,SI1,58.0,4256
1.93,Very Good,I,SI1,58.0,13278
0.91,Fair,E,SI2,60.0,3119
0.31,Ideal,D,SI1,56.0,684
0.58,Ideal,E,VS2,57.0,1903
0.56,Premium,E,SI1,59.0,1653
2.02,Very Good,I,SI2,59.0,11390
0.71,Good,I,VVS2,57.0,2450
0.56,Very Good,D,VS2,57.0,1963
0.7,Premium,E,VS2,62.0,2822
0.43,Very Good,G,SI1,58.0,903
0.34,Ideal,E,SI2,56.0,612
0.36,Premium,J,SI1,60.0,541
1.5,Very Good,I,SI1,58.0,8475
0.43,Good,E,SI1,61.0,723
1.18,Ideal,I,VS1,57.0,5551
0.86,Good,G,SI2,53.0,2647
0.8,Premium,H,SI2,58.0,2346
0.56,Ideal,D,VS2,56.0,1963
0.52,Very Good,G,VS1,58.0,1581
0.53,Ideal,E,VVS1,55.0,2604
0.91,Fair,D,VS2,56.0,4107
2.01,Premium,H,VS2,59.0,13599
0.8,Good,F,VS2,55.0,3429
0.3,Very Good,D,VS1,55.0,610
0.41,Very Good,F,VS1,57.0,931
0.71,Ideal,H,VVS2,54.0,2594
0.5,Very Good,G,VVS2,57.0,1838
0.41,Ideal,H,VVS1,56.0,1115
0.43,Ideal,E,SI2,57.0,919
2.17,Fair,G,I1,62.0,6817
0.72,Ideal,H,VVS1,56.0,2946
0.77,Good,I,VS1,55.0,2184
0.3,Ideal,D,VVS1,57.0,1112
0.72,Good,F,SI2,59.0,1609
0.73,Ideal,E,SI1,56.0,2728
0.59,Ideal,I,SI1,55.0,1352
1.25,Very Good,J,SI1,57.0,4702
0.92,Good,I,SI1,65.0,3122
0.47,Fair,E,SI1,56.0,829
1.5,Fair,E,SI2,68.0,8190
0.47,Ideal,H,VS2,55.0,1058
0.41,Premium,H,VS1,59.0,990
1.01,Good,I,VS2,59.0,4197
0.72,Ideal,F,VS2,55.0,3495
1.21,Premium,I,SI2,58.0,4879
0.3,Ideal,G,VVS1,54.0,1013
1.0,Premium,G,SI2,59.0,3427
0.9,Very Good,G,VS2,59.0,4484
0.3,Ideal,E,VVS2,57.0,1013
0.63,Ideal,J,SI2,54.0,1065
0.31,Ideal,F,IF,56.0,1046
0.3,Premium,D,VS2,58.0,911
0.4,Ideal,G,VS2,57.0,807
0.75,Premium,D,SI1,58.0,3024
0.3,Ideal,E,VVS2,58.0,766
0.9,Premium,I,VS2,58.0,2761
0.78,Ideal,F,SI1,56.0,3362
0.9,Good,E,SI1,61.0,3391
0.3,Ideal,I,VS1,58.0,491
1.13,Ideal,E,I1,55.0,3797
0.53,Ideal,G,VS2,56.0,1577
0.73,Ideal,E,VS1,57.0,3327
0.73,Ideal,J,SI1,56.0,1902
0.53,Fair,F,VS2,58.0,1402
0.43,Premium,D,VS2,59.0,1056
0.5,Good,E,VS2,64.0,1348
0.3,Ideal,G,IF,55.0,956
1.02,Ideal,F,VS1,56.0,8157
0.71,Fair,D,SI1,59.0,2352
0.76,Premium,D,SI2,57.0,2706
1.22,Premium,E,SI1,59.0,7395
1.06,Ideal,F,VVS2,57.0,8776
0.5,Premium,D,VS2,61.0,1980
0.74,Ideal,G,SI2,56.0,2690
1.0,Good,H,VS1,62.0,5743
1.09,Ideal,F,VS2,54.0,7385
1.51,Premium,H,VS2,60.0,11268
0.51,Very Good,D,VVS2,58.0,2289
2.22,Very Good,I,SI1,55.0,17160
0.41,Very Good,I,VVS2,57.0,1061
0.31,Ideal,D,VS1,55.0,766
0.57,Ideal,G,VVS2,54.0,2206
0.52,Very Good,F,VVS2,57.0,2035
0.37,Premium,F,VS2,58.0,746
0.3,Ideal,F,VS2,55.0,776
0.32,Premium,D,SI1,60.0,706
1.3,Premium,G,VVS2,58.0,10763
1.54,Good,E,SI1,57.0,12779
0.2,Very Good,E,VS2,59.0,367
0.7,Good,D,SI2,60.0,2382
0.36,Premium,J,SI1,60.0,421
0.38,Premium,H,VS2,60.0,700
0.55,Ideal,E,SI1,56.0,1668
0.71,Good,E,SI2,60.0,2215
0.4,Very Good,G,SI1,60.0,702
2.01,Ideal,F,SI2,55.0,18395
1.22,Premium,E,SI2,60.0,4974
0.27,Ideal,H,VS1,56.0,449
1.07,Ideal,J,SI1,56.0,3775
0.23,Very Good,F,VVS2,59.0,472
1.41,Good,F,SI1,58.0,8212
1.0,Fair,D,SI2,60.0,3304
0.24,Ideal,F,VVS2,56.0,552
1.32,Premium,I,SI1,58.0,6171
0.3,Very Good,H,VVS1,59.0,684
0.41,Ideal,G,VVS1,53.0,1068
0.58,Ideal,F,SI2,56.0,1776
1.22,Premium,G,SI2,58.0,5739
2.04,Premium,J,VS1,58.0,14660
1.12,Ideal,H,SI2,56.0,5331
1.21,Ideal,G,VS1,56.0,8774
0.7,Very Good,F,VS2,56.0,2325
0.34,Premium,E,SI1,60.0,765
0.3,Ideal,H,IF,55.0,1013
0.53,Very Good,G,VS1,57.0,1648
0.5,Good,G,VVS2,56.0,1806
1.29,Premium,I,VS2,58.0,6321
0.55,Ideal,F,VS1,57.0,1682
1.53,Very Good,E,SI1,57.0,12386
1.0,Ideal,E,SI1,56.0,5458
1.03,Ideal,D,SI2,54.0,5105
0.9,Fair,G,SI1,54.0,2691
0.32,Premium,G,SI1,60.0,612
1.0,Good,E,VS2,56.0,6776
0.77,Ideal,I,VVS2,57.0,2824
0.3,Good,D,SI1,55.0,552
0.32,Ideal,D,VS2,53.0,671
0.5,Ideal,E,VS2,55.0,1451
0.7,Very Good,E,IF,59.0,4679
0.33,Ideal,D,VS2,55.0,1002
0.32,Premium,E,VS2,58.0,900
1.02,Fair,E,VS2,57.0,5350
0.5,Very Good,D,VS2,54.0,1758
0.71,Ideal,D,VS1,58.0,3582
0.3,Very Good,H,SI1,57.0,421
1.01,Ideal,F,VS1,57.0,8860
0.3,Very Good,G,VS1,58.0,605
0.3,Ideal,G,VS2,53.0,526
1.01,Ideal,G,VS2,58.0,6449
0.32,Ideal,D,SI1,57.0,756
0.41,Very Good,E,VVS2,54.0,1187
1.0,Premium,D,SI2,58.0,4295
0.23,Premium,E,VVS1,56.0,640
0.6,Premium,E,VS2,58.0,1915
0.35,Premium,E,SI1,59.0,614
0.7,Premium,G,VS2,60.0,2479
0.79,Very Good,F,SI1,58.0,3047
0.4,Very Good,I,SI1,54.0,765
1.51,Good,I,SI2,60.0,7815
0.35,Ideal,F,VS2,57.0,906
1.02,Very Good,E,VVS1,57.0,10672
1.04,Premium,G,I1,58.0,2801
0.38,Ideal,G,VVS2,57.0,873
1.0,Good,F,VS2,62.0,6352
0.3,Premium,G,VVS2,55.0,878
1.0,Very Good,F,SI2,61.0,4255
0.32,Very Good,G,VS1,60.0,645
0.41,Ideal,H,VS2,55.0,743
1.02,Ideal,G,SI2,58.0,4363
0.41,Ideal,F,VVS2,56.0,1192
0.73,Ideal,I,VS2,54.0,2327
1.11,Ideal,H,SI1,56.0,5456
0.9,Premium,G,SI1,62.0,3669
0.5,Very Good,F,VS2,56.0,1396
0.54,Ideal,G,VS1,55.3,1804
1.0,Fair,E,VS1,55.0,7392
0.34,Ideal,D,I1,55.0,530
0.32,Ideal,H,IF,55.0,814
0.43,Premium,F,VS1,58.0,1129
0.35,Ideal,H,VVS1,57.0,773
0.5,Ideal,G,VS1,55.0,1746
1.0,Very Good,E,SI2,59.0,4308
0.54,Ideal,D,VS1,57.0,2039
1.51,Ideal,E,VS1,57.0,18729
1.28,Premium,G,VS2,58.0,8458
1.7,Very Good,H,SI2,56.0,10255
0.32,Ideal,F,VS2,57.0,645
0.51,Premium,E,SI1,58.0,1443
1.01,Ideal,I,VS2,54.0,4239
1.2,Very Good,G,VVS2,56.0,8712
1.51,Ideal,J,VS1,56.0,8524
0.54,Premium,F,VS2,59.0,1989
1.17,Ideal,G,SI2,56.0,4725
0.58,Very Good,G,VVS2,57.0,2078
1.01,Fair,F,SI2,61.0,4127
2.02,Good,H,SI2,61.0,13144
1.51,Very Good,G,SI2,58.0,7154
1.2,Premium,I,VS1,56.0,6021
0.41,Ideal,D,SI2,55.0,683
0.4,Ideal,D,SI1,55.0,741
1.12,Premium,H,SI1,59.0,5266
0.34,Very Good,E,SI1,55.0,596
1.58,Very Good,G,SI2,53.0,9037
1.22,Very Good,H,I1,56.0,3663
0.41,Ideal,I,VVS1,55.0,863
1.12,Premium,I,SI2,58.0,3669
1.54,Very Good,D,SI1,59.0,13196
1.06,Ideal,G,VS1,56.0,7790
0.47,Ideal,E,VVS2,56.0,2113
0.51,Ideal,G,VVS1,57.0,1933
1.11,Ideal,E,SI2,55.0,5004
0.58,Ideal,E,SI2,56.0,1234
0.38,Ideal,D,VVS2,56.0,1257
1.02,Premium,F,SI1,59.0,5686
0.4,Good,F,I1,60.4,491
0.36,Ideal,D,VS2,55.0,928
0.54,Ideal,H,VS1,56.0,1637
1.0,Very Good,F,VS2,58.0,6319
1.02,Very Good,H,VS2,60.0,5393
0.9,Premium,F,VS1,58.0,5088
1.01,Very Good,E,VS2,58.0,6310
0.31,Premium,H,VS1,58.0,544
1.15,Premium,D,SI1,53.0,7213
1.51,Ideal,F,SI1,57.0,12252
2.0,Premium,E,SI2,58.0,12987
0.58,Fair,G,VS1,60.0,1701
0.94,Good,D,SI1,56.0,4790
1.6,Ideal,F,VS1,56.0,18780
0.39,Premium,E,VVS1,58.0,1300
0.52,Ideal,E,VS2,57.0,1815
0.33,Very Good,H,IF,59.0,787
1.3,Premium,G,VS2,58.0,9120
0.39,Premium,F,VS1,56.0,1010
0.32,Premium,D,VS2,60.0,758
0.35,Premium,H,VS1,59.0,788
0.5,Fair,G,VVS2,62.0,1659
0.51,Ideal,F,VVS2,56.0,2203
0.55,Very Good,E,SI2,57.0,1145
1.13,Very Good,F,VVS2,59.0,9539
0.3,Ideal,D,VS2,57.0,911
0.9,Premium,G,SI2,55.0,3478
0.39,Ideal,G,VS2,54.0,857
0.73,Premium,I,VVS2,58.0,2351
0.33,Very Good,F,VVS1,58.0,912
0.35,Ideal,E,VS2,55.0,767
0.35,Ideal,H,SI1,57.0,630
1.18,Very Good,E,SI2,60.0,5088
1.01,Fair,E,SI2,60.0,2797
1.11,Premium,E,VS1,60.0,9299
1.01,Very Good,I,SI1,54.0,4749
1.0,Premium,E,SI2,60.0,4704
0.91,Premium,D,SI2,58.0,3958
0.9,Very Good,D,SI2,57.0,3975
0.35,Ideal,F,VS2,54.0,747
0.9,Fair,G,VS2,61.0,4309
0.32,Ideal,I,VS1,57.0,648
1.01,Premium,D,SI2,60.0,3604
1.12,Premium,G,SI1,58.0,5329
0.44,Very Good,E,SI1,60.0,810
0.63,Premium,E,VVS1,60.0,2765
0.33,Ideal,G,VS2,55.0,743
1.2,Ideal,D,SI2,56.0,6740
1.62,Premium,D,SI2,61.0,9199
0.41,Fair,H,SI1,61.0,659
1.02,Ideal,H,SI2,58.0,4742
0.57,Ideal,D,VS2,56.0,1864
0.3,Very Good,G,VVS2,57.0,878
1.22,Premium,E,VVS1,60.0,13824
0.34,Premium,F,VS1,55.0,1020
0.9,Premium,G,SI1,59.0,3774
2.31,Premium,J,VS1,61.0,17451
0.3,Ideal,E,VS2,55.0,658
1.57,Premium,D,SI1,59.0,11976
0.7,Very Good,D,VS2,60.0,3033
0.27,Very Good,D,VS1,58.0,470
0.52,Good,H,SI1,57.0,1111
1.01,Ideal,F,VVS2,56.0,8688
0.84,Fair,G,VS1,64.0,2724
1.5,Good,F,VS2,58.0,12693
0.7,Premium,G,SI1,60.0,2415
1.36,Premium,H,SI2,56.0,5103
1.62,Ideal,E,VS2,57.0,16358
0.56,Ideal,H,VS2,54.0,1427
0.39,Premium,G,VS1,58.0,1097
0.71,Premium,H,SI1,59.0,2112
0.32,Ideal,E,VVS1,55.0,827
0.23,Very Good,E,VVS2,57.0,465
2.04,Premium,H,SI1,58.0,18115
0.8,Very Good,E,SI1,60.0,3146
0.9,Very Good,G,SI2,63.0,3478
0.9,Very Good,E,VS2,59.0,4482
0.34,Ideal,D,VS2,57.0,805
0.71,Premium,I,VVS1,58.0,2572
0.52,Ideal,D,VS1,56.0,1835
0.58,Very Good,E,VS1,54.0,2082
0.41,Ideal,G,VS1,56.0,961
2.02,Ideal,I,SI2,60.0,14027
0.9,Fair,F,SI1,56.0,3437
0.24,Very Good,E,VVS1,60.0,485
0.3,Ideal,J,VVS2,58.0,439
1.01,Ideal,E,SI2,60.0,4604
0.31,Ideal,E,VVS1,56.0,801
0.73,Very Good,I,VVS1,57.0,2623
0.9,Very Good,G,VS1,61.0,4515
1.06,Premium,H,VS2,58.0,5783
0.23,Very Good,E,VVS2,60.0,505
0.42,Ideal,D,VVS1,55.0,1547
0.38,Premium,G,VS1,58.0,1069
0.53,Premium,F,VS2,55.0,1753
2.02,Ideal,I,SI1,58.0,15942
1.51,Ideal,H,SI2,57.0,6384
0.51,Premium,G,VS1,58.0,1781
0.75,Ideal,I,VS1,54.1,2564
1.16,Good,H,SI1,58.0,5678
0.41,Very Good,D,VS1,59.0,1018
0.5,Ideal,E,VS2,55.0,1746
0.31,Premium,E,VS2,59.0,680
0.36,Ideal,D,SI2,57.0,689
1.53,Premium,H,VS2,58.0,11087
0.55,Premium,D,SI1,58.0,1819
1.03,Ideal,E,SI1,53.0,5710
0.51,Ideal,G,VVS2,55.0,1926
1.09,Very Good,G,VS2,56.0,5783
0.41,Ideal,F,VS1,57.0,1076
0.54,Very Good,F,SI1,56.0,1389
0.31,Ideal,D,VS2,56.0,942
0.95,Premium,G,SI1,58.0,4150
0.43,Ideal,I,VS2,55.0,716
0.35,Ideal,E,VS2,55.0,984
0.9,Very Good,E,SI1,58.0,4034
1.11,Ideal,H,SI1,56.0,5395
0.42,Premium,E,SI1,59.0,773
0.57,Ideal,H,VVS1,56.0,1949
0.73,Premium,F,SI1,61.0,2346
0.32,Ideal,I,VS1,56.0,648
0.3,Very Good,G,IF,55.0,956
0.27,Ideal,G,IF,56.0,627
0.64,Ideal,H,VS2,54.0,1831
0.34,Ideal,F,IF,55.0,1276
0.27,Ideal,E,VVS2,57.0,622
0.32,Ideal,G,VS2,55.0,564
0.52,Ideal,E,VS2,55.0,1712
1.0,Fair,I,I1,56.0,1805
0.2,Premium,D,VS2,60.0,367
0.37,Ideal,D,SI1,57.0,681
0.46,Very Good,D,VVS1,59.0,1993
0.27,Ideal,F,VS2,54.0,583
1.02,Ideal,F,SI2,56.0,4162
1.0,Fair,G,SI2,58.0,2326
1.15,Premium,G,SI1,58.0,5851
1.03,Ideal,F,VVS2,56.0,9245
0.71,Ideal,F,SI1,55.0,2346
0.43,Ideal,F,VVS2,57.0,1169
1.23,Premium,F,VS1,58.0,9471
0.34,Good,G,SI1,58.0,650
1.0,Ideal,G,VVS2,54.0,7885
0.41,Ideal,F,SI1,57.0,969
0.55,Ideal,F,VS2,56.0,1871
0.91,Premium,H,SI1,58.0,3414
0.5,Ideal,F,VS1,57.0,1838
1.13,Premium,G,VS2,58.0,7151
0.91,Good,D,SI2,62.0,3349
0.9,Ideal,G,SI2,56.0,4044
1.7,Ideal,H,I1,54.0,7197
0.57,Premium,F,SI1,58.0,1571
0.77,Very Good,G,VS1,54.0,3197
1.06,Ideal,H,SI1,54.0,4602
0.72,Very Good,I,VS1,59.0,2441
1.0,Good,G,VS1,55.0,6028
0.34,Ideal,E,SI2,55.0,454
1.71,Very Good,H,VS1,59.0,9974
0.43,Good,D,SI1,55.0,993
0.4,Very Good,J,VS1,58.0,810
0.7,Very Good,E,SI2,59.0,2464
0.9,Good,G,SI1,59.0,3734
0.52,Ideal,G,VS1,55.0,1722
0.48,Ideal,I,SI1,54.0,841
1.5,Premium,H,VS2,62.0,11322
0.3,Ideal,D,VS2,57.0,911
0.36,Ideal,F,VS2,57.0,932
0.7,Good,I,VS1,60.0,2271
1.01,Ideal,I,I1,56.0,2416
0.23,Very Good,D,VS1,57.0,357
0.33,Premium,J,VS1,58.0,557
0.33,Ideal,H,VVS2,55.0,666
1.27,Ideal,G,VS2,57.0,9489
1.19,Premium,H,SI1,56.0,5802
1.27,Very Good,J,VS2,60.0,5455
0.74,Premium,E,SI2,58.0,2594
2.04,Premium,G,SI2,59.0,14900
0.35,Very Good,E,VS2,61.0,716
0.3,Very Good,F,VS2,60.0,524
0.3,Ideal,F,SI1,56.0,475
1.51,Very Good,H,SI2,58.0,9107
1.27,Premium,I,SI1,59.0,5690
1.07,Premium,G,SI2,59.0,4401
0.66,Ideal,J,VS2,55.0,1316
0.42,Premium,F,SI1,59.0,773
0.5,Very Good,E,VS2,63.0,1629
0.45,Premium,I,SI1,59.0,941
1.23,Premium,F,SI2,58.0,4876
2.05,Premium,I,VS2,59.0,15897
0.55,Very Good,G,VVS1,58.0,1838
1.21,Premium,H,SI2,56.0,5140
0.35,Premium,E,VS1,58.0,718
1.7,Very Good,G,VS1,56.0,15102
0.3,Ideal,F,SI1,54.0,641
0.35,Premium,D,SI1,58.0,772
0.38,Ideal,F,VVS2,55.4,1010
0.31,Ideal,G,VVS2,53.0,677
0.7,Good,J,VVS2,56.0,1922
0.3,Ideal,H,IF,54.0,764
0.71,Very Good,I,SI2,58.0,1902
0.71,Good,E,SI1,57.0,2631
0.31,Good,F,VS2,56.0,625
1.03,Ideal,E,SI1,55.0,5411
0.38,Ideal,G,VVS2,56.0,943
0.5,Good,D,SI2,63.0,1141
0.72,Good,H,SI2,58.0,2056
0.46,Premium,E,VS1,59.0,1372
0.6,Ideal,G,IF,55.0,2533
1.7,Premium,G,VVS2,59.0,18718
2.04,Premium,H,SI1,59.0,14888
0.41,Premium,E,SI2,58.0,683
0.55,Ideal,E,SI1,57.0,1551
1.11,Premium,F,VS1,56.0,7310
0.33,Ideal,G,VS2,55.0,743
0.91,Good,E,SI1,60.0,4523
0.25,Very Good,E,VVS1,57.0,526
2.49,Fair,J,I1,58.0,6289
0.32,Ideal,G,VVS2,54.0,708
1.0,Ideal,E,SI1,57.0,5331
1.11,Ideal,G,IF,54.0,10053
0.3,Premium,E,VS1,57.0,814
0.57,Premium,E,SI2,60.0,1228
0.9,Good,D,SI2,59.0,4078
1.53,Very Good,E,SI2,60.0,8270
0.32,Good,D,I1,54.0,468
0.43,Very Good,G,SI1,59.0,754
0.41,Premium,G,VS2,58.0,827
1.7,Ideal,I,VS1,57.0,12099
1.2,Very Good,H,SI2,58.0,5352
2.01,Premium,H,VS2,61.0,15528
1.0,Good,F,VS2,56.0,5407
1.01,Very Good,E,SI1,59.0,5416
1.0,Very Good,G,VS2,61.0,5806
1.0,Good,F,VS2,56.0,5420
1.01,Very Good,F,VVS2,56.0,8265
0.42,Ideal,G,VS2,57.0,1048
0.54,Ideal,E,SI1,56.0,1571
0.36,Premium,H,VS2,62.0,729
1.18,Very Good,D,SI1,57.0,7093
0.26,Very Good,H,VVS2,55.0,565
0.53,Ideal,G,VS2,56.0,1607
0.38,Very Good,F,VS2,57.0,752
1.1,Premium,G,VS1,60.0,7399
0.73,Ideal,J,VS2,55.0,2101
0.55,Ideal,G,VS2,54.0,1588
1.51,Ideal,G,SI2,57.0,7103
0.4,Very Good,F,VVS2,57.0,982
0.8,Good,G,SI2,58.0,2484
0.7,Good,G,VS1,61.0,2591
0.43,Premium,H,VS2,55.0,1016
0.3,Ideal,J,VS1,57.0,506
0.9,Very Good,G,SI1,54.0,3615
0.82,Good,E,SI2,56.0,3050
1.58,Fair,H,SI1,58.0,7333
1.18,Premium,G,VVS2,58.0,9137
0.51,Very Good,F,VS2,57.0,1569
1.03,Premium,J,SI1,61.0,3749
0.5,Ideal,H,IF,58.0,1844
0.72,Ideal,F,SI1,57.0,2440
0.4,Premium,E,VS2,58.0,975
1.1,Good,E,SI2,56.0,4065
0.56,Ideal,E,VS2,56.0,1819
1.01,Premium,F,SI2,59.0,4072
0.43,Premium,G,VS1,57.0,1008
0.9,Good,D,SI2,58.0,3806
1.21,Ideal,E,SI1,54.1,7231
0.43,Premium,E,SI2,60.0,903
0.32,Ideal,I,VS2,55.0,576
0.51,Ideal,G,VS1,55.0,1656
0.3,Ideal,G,IF,54.0,863
1.51,Ideal,E,VS2,57.0,14482
0.58,Ideal,H,VVS1,53.6,1961
0.33,Ideal,E,IF,57.0,1129
0.55,Ideal,G,SI1,56.0,1421
0.31,Premium,E,VVS2,58.0,816
1.01,Very Good,F,VS1,56.0,7001
0.44,Ideal,D,VS1,56.0,1294
0.9,Premium,D,SI2,59.0,3579
0.7,Premium,F,SI2,61.0,1662
0.61,Premium,H,VS2,59.0,1719
0.39,Very Good,I,VS2,61.0,696
0.32,Ideal,G,VS2,57.0,561
0.42,Premium,G,VS1,59.0,984
0.81,Premium,G,VS2,58.0,2994
1.16,Ideal,G,SI2,56.0,4969
0.3,Ideal,E,VVS1,57.0,895
0.81,Premium,J,SI1,60.0,1917
1.24,Very Good,J,I1,55.0,2940
1.5,Fair,J,SI2,60.0,5268
1.0,Good,G,VVS1,60.0,7134
1.27,Ideal,F,SI1,57.0,5761
0.51,Ideal,G,VS1,56.0,1668
1.01,Very Good,I,I1,57.0,2896
1.87,Premium,H,SI2,58.0,11037
2.04,Very Good,I,VS1,60.0,18127
1.05,Premium,F,VS1,58.0,7879
0.33,Ideal,F,VVS1,57.0,1021
1.12,Premium,E,I1,59.0,3942
0.51,Ideal,J,VS1,54.0,988
1.52,Premium,G,SI1,58.0,8512
0.4,Good,E,SI1,58.0,882
0.51,Very Good,G,VVS2,59.0,1768
1.01,Very Good,E,SI2,57.0,4355
0.56,Very Good,E,VS2,57.0,1819
1.01,Ideal,G,VS2,61.0,6132
1.4,Ideal,H,SI2,56.0,7213
0.53,Premium,G,VS2,59.0,1607
0.52,Ideal,G,VS1,55.0,1691
0.7,Ideal,I,SI1,56.0,2287
1.01,Ideal,H,SI1,56.0,5664
0.54,Ideal,G,SI1,55.0,1187
1.03,Premium,G,VS2,59.0,6229
1.4,Premium,F,VS2,58.0,11368
0.7,Good,G,SI2,56.0,1935
1.01,Very Good,E,SI1,58.0,4766
0.31,Very Good,H,VS2,57.0,628
0.56,Very Good,E,IF,59.0,2833
0.57,Ideal,I,VS1,56.0,1355
0.36,Premium,F,SI1,58.0,576
1.1,Premium,G,VS2,58.0,6534
1.02,Premium,F,SI2,62.0,4057
0.36,Very Good,H,SI2,55.0,475
1.22,Ideal,H,VVS2,54.0,8014
3.0,Premium,G,I1,60.0,13203
1.22,Ideal,G,VS2,57.0,8062
1.01,Premium,G,VS2,59.0,5864
0.31,Good,H,VS2,57.0,489
1.67,Premium,I,VS1,58.0,11400
0.5,Very Good,D,SI2,60.0,1123
0.4,Very Good,F,VS1,54.0,890
0.91,Ideal,H,VVS2,57.0,5411
0.44,Ideal,F,VVS2,55.0,1253
2.12,Premium,G,SI2,59.0,18164
0.31,Premium,E,SI1,58.0,698
0.33,Ideal,G,VVS1,56.7,806
0.23,Very Good,E,VVS1,59.0,530
0.42,Premium,F,SI1,58.0,992
0.7,Ideal,G,VVS2,53.0,2895
2.39,Premium,H,SI1,58.0,16687
1.01,Premium,E,SI2,60.0,4355
0.58,Ideal,D,VVS1,56.0,3741
0.4,Very Good,G,VS2,59.0,772
1.01,Good,G,VS2,61.0,5497
1.67,Very Good,J,SI1,59.0,7911
0.72,Ideal,F,VS2,54.0,2568
1.26,Ideal,J,VVS1,60.0,6186
1.0,Fair,D,SI1,59.0,4704
1.07,Very Good,F,VS1,56.0,7513
1.34,Very Good,J,SI2,61.0,5787
0.53,Ideal,F,VS2,56.0,1631
0.56,Ideal,E,VVS2,57.0,2622
1.1,Ideal,F,VS1,55.0,8796
0.31,Ideal,G,VVS1,55.0,816
1.52,Good,G,SI2,58.0,7933
0.37,Premium,F,VS2,59.0,746
0.71,Ideal,I,VS1,54.7,2397
0.39,Ideal,I,VS1,54.0,1047
0.38,Ideal,G,SI2,56.0,587
0.55,Ideal,J,SI1,57.0,1100
1.54,Ideal,F,VS2,56.0,17029
1.06,Premium,H,VS2,59.0,5205
0.51,Ideal,F,SI2,56.0,1139
1.66,Very Good,I,SI1,57.0,8901
0.55,Very Good,G,VS1,62.0,1667
0.77,Premium,E,SI2,60.0,2171
0.74,Ideal,D,SI2,57.0,2690
0.31,Premium,H,VS1,58.0,698
1.0,Premium,J,SI1,59.0,3780
1.01,Fair,F,SI1,60.0,3197
0.5,Very Good,E,I1,63.0,938
1.57,Premium,I,VS2,58.0,9847
0.72,Premium,D,VS2,60.0,2721
0.35,Premium,F,SI1,58.0,748
1.04,Ideal,G,SI1,56.0,5311
1.49,Very Good,G,SI2,58.0,7773
1.56,Ideal,J,VS1,56.0,8763
1.5,Premium,I,SI2,58.0,7526
0.39,Ideal,F,VVS1,55.0,1124
1.5,Premium,I,SI1,58.0,6888
0.5,Very Good,J,SI1,55.0,1000
0.54,Very Good,F,VVS2,59.0,2198
0.4,Premium,G,SI1,61.0,900
0.5,Ideal,F,VS1,57.0,1695
0.32,Good,F,SI2,56.0,421
0.52,Very Good,F,SI1,58.0,1261
0.36,Ideal,F,VS1,56.0,1013
2.03,Premium,J,SI2,61.0,12078
0.28,Very Good,F,IF,55.0,612
0.42,Very Good,E,VVS2,60.0,1262
1.0,Premium,F,SI1,58.0,3528
1.5,Fair,J,VS1,61.0,7819
0.41,Ideal,G,VS2,56.0,949
0.32,Ideal,H,VS2,57.0,648
1.5,Very Good,H,SI1,63.0,7459
0.93,Premium,G,SI2,59.0,3594
2.03,Ideal,H,SI1,57.0,16900
1.55,Ideal,J,VS2,55.0,8498
0.32,Ideal,G,VS2,56.0,672
0.3,Ideal,H,SI1,56.0,450
0.9,Premium,H,VVS2,58.0,4355
0.71,Very Good,J,VVS2,58.0,2226
1.51,Premium,F,SI1,59.0,11607
0.5,Ideal,F,VS2,55.0,1736
1.01,Good,E,SI2,58.0,4355
1.24,Premium,H,VS1,59.0,7493
1.01,Very Good,D,VS1,58.0,7575
0.31,Ideal,G,VVS1,56.0,772
0.71,Ideal,D,VS2,57.0,3540
1.5,Good,J,SI2,58.0,6421
1.26,Ideal,I,SI1,56.0,5645
0.43,Ideal,G,VVS1,55.0,1207
0.38,Ideal,J,VS1,53.0,645
0.51,Ideal,D,VS2,55.0,1882
0.61,Very Good,G,SI1,63.0,1548
